Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Simone Pafundi,it ITA,"MF,FW",Udinese,16,2006,8,0,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,6,9,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.25,0.09,0.25,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavio Paoletti,it ITA,MF,Sampdoria,19,2003,12,1,284,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,8,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Leandro Paredes,ar ARG,MF,Juventus,28,1994,25,8,977,10.9,1,0,1,1,0,0,7,1,0.6,0.6,1.9,2.5,11,72,11,0.09,0.00,0.09,0.09,0.09,0.06,0.18,0.23,0.06,0.23,Matches
Fabiano Parisi,it ITA,DF,Empoli,21,2000,33,33,"2,830",31.4,2,0,2,2,0,0,10,1,1.8,1.8,2.0,3.8,102,154,68,0.06,0.00,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12,Matches
Mario Pašalić,hr CRO,"MF,FW",Atalanta,27,1995,32,24,"1,769",19.7,5,2,7,5,0,0,3,0,5.7,5.7,2.2,7.9,24,82,83,0.25,0.10,0.36,0.25,0.36,0.29,0.11,0.40,0.29,0.40,Matches
Patric,es ESP,DF,Lazio,29,1993,18,16,"1,413",15.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,0,27,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Rui Patrício,pt POR,GK,Roma,34,1988,35,35,"3,150",35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Pedro,es ESP,FW,Lazio,35,1987,36,17,"1,898",21.1,4,3,7,4,0,0,1,0,3.4,3.4,2.6,6.1,64,52,144,0.19,0.14,0.33,0.19,0.33,0.16,0.13,0.29,0.16,0.29,Matches
Gianluca Pegolo,it ITA,GK,Sassuolo,41,1981,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Pietro Pellegri,it ITA,FW,Torino,21,2001,18,4,465,5.2,2,0,2,2,0,0,3,0,1.5,1.5,0.5,2.0,4,8,50,0.39,0.00,0.39,0.39,0.39,0.29,0.10,0.39,0.29,0.39,Matches
Lorenzo Pellegrini,it ITA,MF,Roma,26,1996,32,29,"2,545",28.3,4,5,9,2,2,3,5,0,8.0,5.7,6.9,12.5,58,106,113,0.14,0.18,0.32,0.07,0.25,0.28,0.24,0.53,0.20,0.44,Matches
Luca Pellegrini,it ITA,DF,Lazio,23,1999,7,1,180,2.0,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,7,9,11,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15,Matches
Pepín,gq EQG,MF,Monza,25,1996,25,11,"1,123",12.5,0,2,2,0,0,0,4,0,0.5,0.5,1.5,2.0,19,74,28,0.00,0.16,0.16,0.00,0.16,0.04,0.12,0.16,0.04,0.16,Matches
Roberto Pereyra,ar ARG,"DF,MF",Udinese,31,1991,34,33,"2,820",31.3,5,7,12,5,0,1,7,0,4.7,3.9,5.5,9.5,66,143,186,0.16,0.22,0.38,0.16,0.38,0.15,0.18,0.33,0.13,0.30,Matches
Nehuén Pérez,ar ARG,DF,Udinese,22,2000,34,33,"2,818",31.3,2,0,2,2,0,0,7,1,1.0,1.0,0.5,1.5,23,101,26,0.06,0.00,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
Simone Perilli,it ITA,GK,Hellas Verona,27,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Mattia Perin,it ITA,GK,Juventus,29,1992,11,10,948,10.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Samuele Perisan,it ITA,GK,Empoli,24,1997,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Matteo Pessina,it ITA,MF,Monza,25,1997,35,34,"2,932",32.6,5,3,8,2,3,3,6,0,5.1,2.8,2.1,4.9,77,193,88,0.15,0.09,0.25,0.06,0.15,0.16,0.06,0.22,0.08,0.15,Matches
Andrea Petagna,it ITA,FW,Monza,27,1995,31,19,"1,663",18.5,4,5,9,3,1,1,2,0,5.7,4.9,4.4,9.3,23,34,132,0.22,0.27,0.49,0.16,0.43,0.31,0.24,0.54,0.26,0.50,Matches
Giuseppe Pezzella,it ITA,DF,Lecce,24,1997,16,10,918,10.2,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,28,65,48,0.00,0.10,0.10,0.00,0.10,0.01,0.05,0.07,0.01,0.07,Matches
Krzysztof Piątek,pl POL,FW,Salernitana,27,1995,33,23,"2,140",23.8,4,5,9,3,1,1,5,0,8.3,7.6,2.1,9.7,27,33,121,0.17,0.21,0.38,0.13,0.34,0.35,0.09,0.44,0.32,0.41,Matches
Roberto Piccoli,it ITA,FW,Hellas Verona,21,2001,7,2,192,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,2,0,8,0.00,0.00,0.00,0.00,0.00,0.19,0.08,0.27,0.19,0.27,Matches
Roberto Piccoli,it ITA,FW,Empoli,21,2001,13,6,516,5.7,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.7,8,4,25,0.35,0.00,0.35,0.35,0.35,0.22,0.07,0.29,0.22,0.29,Matches
Charles Pickel,ch SUI,MF,Cremonese,25,1997,33,30,"2,483",27.6,1,0,1,1,0,0,8,1,1.6,1.6,1.2,2.8,18,104,61,0.04,0.00,0.04,0.04,0.04,0.06,0.04,0.10,0.06,0.10,Matches
Andrea Pinamonti,it ITA,FW,Sassuolo,23,1999,32,25,"2,161",24.0,5,0,5,4,1,1,3,1,7.1,6.3,1.5,7.8,17,29,166,0.21,0.00,0.21,0.17,0.17,0.30,0.06,0.36,0.26,0.32,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Pirola,it ITA,DF,Salernitana,20,2002,26,23,"1,941",21.6,2,0,2,2,0,0,4,0,1.5,1.5,0.4,1.9,13,43,4,0.09,0.00,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,Matches
Niccolò Pisilli,it ITA,MF,Roma,17,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Marko Pjaca,hr CRO,"MF,FW",Empoli,27,1995,17,5,525,5.8,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,22,18,33,0.00,0.00,0.00,0.00,0.00,0.11,0.08,0.19,0.11,0.19,Matches
Tommaso Pobega,it ITA,MF,Milan,23,1999,19,9,883,9.8,2,0,2,2,0,0,4,0,1.4,1.4,0.3,1.7,8,36,22,0.20,0.00,0.20,0.20,0.20,0.15,0.03,0.17,0.15,0.17,Matches
Paul Pogba,fr FRA,"MF,FW",Juventus,29,1993,6,1,111,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.6,5,4,15,0.00,0.00,0.00,0.00,0.00,0.27,0.20,0.46,0.27,0.46,Matches
Matteo Politano,it ITA,FW,Napoli,28,1993,27,14,"1,166",13.0,3,3,6,1,2,3,1,0,4.1,1.7,3.6,5.4,81,72,138,0.23,0.23,0.46,0.08,0.31,0.32,0.28,0.60,0.13,0.41,Matches
Marin Pongračić,hr CRO,DF,Lecce,24,1997,9,9,790,8.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Stefan Posch,at AUT,DF,Bologna,25,1997,30,30,"2,532",28.1,6,2,8,6,0,0,6,0,3.3,3.3,2.0,5.3,45,148,65,0.21,0.07,0.28,0.21,0.28,0.12,0.07,0.19,0.12,0.19,Matches
Ivan Provedel,it ITA,GK,Lazio,28,1994,38,37,"3,413",37.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ignacio Pussetto,ar ARG,"MF,DF",Sampdoria,26,1995,5,1,152,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,2,1,17,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.20,0.09,0.20,Matches
Niklas Pyyhtiä,fi FIN,MF,Bologna,18,2003,6,0,110,1.2,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,2,1,5,0.00,0.82,0.82,0.00,0.82,0.12,0.12,0.24,0.12,0.24,Matches
Fabio Quagliarella,it ITA,FW,Sampdoria,39,1983,23,7,800,8.9,1,1,2,1,0,0,2,0,2.8,2.8,0.7,3.5,5,25,72,0.11,0.11,0.23,0.11,0.23,0.31,0.08,0.40,0.31,0.40,Matches
Giacomo Quagliata,it ITA,DF,Cremonese,22,2000,20,6,699,7.8,0,1,1,0,0,0,0,1,0.5,0.5,1.0,1.5,19,28,45,0.00,0.13,0.13,0.00,0.13,0.06,0.13,0.19,0.06,0.19,Matches
Adrien Rabiot,fr FRA,MF,Juventus,27,1995,32,31,"2,748",30.5,8,4,12,8,0,0,9,0,6.2,5.8,2.3,8.2,72,133,109,0.26,0.13,0.39,0.26,0.39,0.20,0.08,0.28,0.19,0.27,Matches
Nemanja Radonjić,rs SRB,"MF,FW",Torino,26,1996,28,16,"1,461",16.2,2,2,4,2,0,0,1,0,5.0,5.0,1.7,6.6,86,42,163,0.12,0.12,0.25,0.12,0.25,0.31,0.10,0.41,0.31,0.41,Matches
Ivan Radovanović,rs SRB,"MF,DF",Salernitana,33,1988,10,7,671,7.5,0,0,0,0,0,0,1,1,0.2,0.2,0.0,0.2,2,16,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Ionuț Radu,ro ROU,GK,Cremonese,25,1997,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
Ștefan Radu,ro ROU,FW,Lazio,35,1986,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Antonio Raimondo,it ITA,FW,Bologna,18,2004,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Luca Ranieri,it ITA,DF,Fiorentina,23,1999,9,5,508,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
Andrea Ranocchia,it ITA,DF,Monza,34,1988,1,1,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Filippo Ranocchia,it ITA,MF,Monza,21,2001,14,5,530,5.9,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,13,26,15,0.17,0.00,0.17,0.17,0.17,0.21,0.06,0.27,0.21,0.27,Matches
Giacomo Raspadori,it ITA,FW,Sassuolo,22,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Giacomo Raspadori,it ITA,"FW,MF",Napoli,22,2000,25,10,911,10.1,2,2,4,2,0,0,1,0,3.5,3.5,1.3,4.8,13,33,88,0.20,0.20,0.40,0.20,0.40,0.35,0.13,0.47,0.35,0.47,Matches
Nicola Ravaglia,it ITA,GK,Sampdoria,33,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ante Rebić,hr CRO,"FW,MF",Milan,28,1993,23,10,980,10.9,3,2,5,3,0,0,4,0,3.5,3.5,2.0,5.5,17,29,92,0.28,0.18,0.46,0.28,0.46,0.32,0.19,0.50,0.32,0.50,Matches
Arkadiusz Reca,pl POL,DF,Spezia,27,1995,30,24,"2,173",24.1,1,1,2,1,0,0,5,0,1.0,1.0,2.2,3.2,82,79,94,0.04,0.04,0.08,0.04,0.08,0.04,0.09,0.13,0.04,0.13,Matches
Panagiotis Retsos,gr GRE,DF,Hellas Verona,23,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,0,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Matches
Franck Ribéry,fr FRA,MF,Salernitana,39,1983,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Samuele Ricci,it ITA,MF,Torino,20,2001,28,23,"2,070",23.0,2,1,3,2,0,0,6,0,1.7,1.7,1.8,3.5,43,104,31,0.09,0.04,0.13,0.09,0.13,0.07,0.08,0.15,0.07,0.15,Matches
Tomás Rincón,ve VEN,MF,Sampdoria,34,1988,34,30,"2,555",28.4,0,2,2,0,0,0,7,1,0.6,0.6,1.2,1.8,27,122,35,0.00,0.07,0.07,0.00,0.07,0.02,0.04,0.06,0.02,0.06,Matches
Pablo Rodríguez,es ESP,"FW,MF",Lecce,20,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
Ricardo Rodríguez,ch SUI,DF,Torino,29,1992,35,30,"2,670",29.7,0,0,0,0,0,0,3,0,0.4,0.4,1.9,2.4,49,133,51,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
Rogério,br BRA,DF,Sassuolo,24,1998,36,34,"2,996",33.3,0,3,3,0,0,0,5,1,0.5,0.5,2.7,3.3,110,185,115,0.00,0.09,0.09,0.00,0.09,0.02,0.08,0.10,0.02,0.10,Matches
Filippo Romagna,it ITA,DF,Sassuolo,25,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Alessio Romagnoli,it ITA,DF,Lazio,27,1995,34,33,"2,922",32.5,2,0,2,2,0,0,6,0,1.4,1.4,0.1,1.6,3,62,3,0.06,0.00,0.06,0.06,0.06,0.04,0.00,0.05,0.04,0.05,Matches
Simone Romagnoli,it ITA,DF,Lecce,32,1990,7,1,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Luka Romero,ar ARG,FW,Lazio,17,2004,6,1,151,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4,4,21,0.60,0.00,0.60,0.60,0.60,0.52,0.04,0.55,0.52,0.55,Matches
Marten de Roon,nl NED,MF,Atalanta,31,1991,35,34,"2,964",32.9,3,1,4,3,0,0,7,0,1.1,1.1,1.8,2.9,18,171,23,0.09,0.03,0.12,0.09,0.12,0.03,0.06,0.09,0.03,0.09,Matches
Francesco Rossi,it ITA,GK,Atalanta,31,1991,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Nicolò Rovella,it ITA,MF,Monza,20,2001,25,21,"1,740",19.3,1,2,3,1,0,0,5,1,1.2,1.2,2.2,3.4,26,99,19,0.05,0.10,0.16,0.05,0.16,0.06,0.11,0.18,0.06,0.18,Matches
Nicolò Rovella,it ITA,MF,Juventus,20,2001,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches
Amir Rrahmani,xk KVX,DF,Napoli,28,1994,29,27,"2,448",27.2,2,1,3,2,0,0,2,0,1.8,1.8,1.0,2.9,23,135,5,0.07,0.04,0.11,0.07,0.11,0.07,0.04,0.11,0.07,0.11,Matches
Ruan,br BRA,DF,Sassuolo,23,1999,23,21,"1,711",19.0,0,0,0,0,0,0,13,3,0.5,0.5,0.0,0.5,6,22,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Daniele Rugani,it ITA,DF,Juventus,28,1994,9,6,564,6.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,5,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
Matteo Ruggeri,it ITA,"DF,MF",Atalanta,20,2002,15,8,829,9.2,0,1,1,0,0,0,3,0,0.6,0.6,0.9,1.5,22,55,65,0.00,0.11,0.11,0.00,0.11,0.06,0.10,0.16,0.06,0.16,Matches
Mário Rui,pt POR,DF,Napoli,31,1991,22,21,"1,749",19.4,0,6,6,0,0,0,2,1,0.6,0.6,4.0,4.6,52,153,97,0.00,0.31,0.31,0.00,0.31,0.03,0.20,0.24,0.03,0.24,Matches
Alessandro Russo,it ITA,GK,Sassuolo,21,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,25,1996,18,12,"1,069",11.9,2,0,2,1,1,2,5,0,3.0,1.4,1.4,2.8,7,49,54,0.17,0.00,0.17,0.08,0.08,0.26,0.12,0.38,0.11,0.23,Matches
Alexis Saelemaekers,be BEL,"FW,DF",Milan,23,1999,30,14,"1,403",15.6,2,3,5,2,0,0,1,0,2.5,2.5,4.1,6.6,52,52,143,0.13,0.19,0.32,0.13,0.32,0.16,0.27,0.42,0.16,0.42,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacopo Sala,it ITA,MF,Spezia,30,1991,6,1,112,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Lazar Samardzic,rs SRB,MF,Udinese,20,2002,37,19,"1,848",20.5,5,4,9,5,0,0,1,0,2.4,2.4,3.7,6.1,34,100,65,0.24,0.19,0.44,0.24,0.44,0.12,0.18,0.30,0.12,0.30,Matches
Junior Sambia,fr FRA,DF,Salernitana,25,1996,22,7,697,7.7,0,1,1,0,0,0,3,0,0.6,0.6,1.6,2.2,23,27,38,0.00,0.13,0.13,0.00,0.13,0.08,0.21,0.29,0.08,0.29,Matches
Antonio Sanabria,py PAR,FW,Torino,26,1996,33,28,"2,433",27.0,12,4,16,11,1,1,4,0,9.3,8.5,3.0,11.5,17,46,139,0.44,0.15,0.59,0.41,0.55,0.34,0.11,0.45,0.32,0.42,Matches
Leandro Sanca,gw GNB,"FW,MF",Spezia,22,2000,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Alex Sandro,br BRA,DF,Juventus,31,1991,25,21,"1,787",19.9,0,1,1,0,0,0,5,1,0.2,0.2,0.9,1.1,51,97,25,0.00,0.05,0.05,0.00,0.05,0.01,0.05,0.05,0.01,0.05,Matches
Nicola Sansone,it ITA,FW,Bologna,30,1991,18,8,740,8.2,4,2,6,4,0,0,2,0,2.8,2.8,1.0,3.7,17,13,72,0.49,0.24,0.73,0.49,0.73,0.34,0.12,0.45,0.34,0.45,Matches
Riccardo Saponara,it ITA,FW,Fiorentina,30,1991,29,14,"1,208",13.4,4,3,7,4,0,0,4,0,2.8,2.8,3.4,6.2,56,56,125,0.30,0.22,0.52,0.30,0.52,0.21,0.26,0.46,0.21,0.46,Matches
Mouhamadou Sarr,sn SEN,GK,Cremonese,25,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Martin Satriano,uy URU,FW,Empoli,21,2001,31,20,"1,705",18.9,2,1,3,2,0,0,4,0,3.9,3.9,1.2,5.1,29,22,127,0.11,0.05,0.16,0.11,0.16,0.20,0.07,0.27,0.20,0.27,Matches
Giorgio Scalvini,it ITA,DF,Atalanta,18,2003,32,29,"2,335",25.9,2,2,4,2,0,0,7,0,2.0,2.0,0.4,2.4,22,158,34,0.08,0.08,0.15,0.08,0.15,0.08,0.01,0.09,0.08,0.09,Matches
Jerdy Schouten,nl NED,MF,Bologna,25,1997,33,29,"2,509",27.9,0,2,2,0,0,0,3,0,0.4,0.4,1.5,1.9,15,139,29,0.00,0.07,0.07,0.00,0.07,0.02,0.05,0.07,0.02,0.07,Matches
Perr Schuurs,nl NED,DF,Torino,22,1999,30,28,"2,326",25.8,0,2,2,0,0,0,5,0,0.9,0.9,0.9,1.8,14,56,2,0.00,0.08,0.08,0.00,0.08,0.04,0.03,0.07,0.04,0.07,Matches
Demba Seck,sn SEN,"MF,FW",Torino,21,2001,19,6,519,5.8,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,29,17,42,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.10,0.20,Matches
Telasco Segovia,ve VEN,MF,Sampdoria,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Jacopo Segre,it ITA,DF,Torino,25,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Vivaldo Semedo,pt POR,"FW,MF",Udinese,17,2005,5,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches
Stefano Sensi,it ITA,MF,Monza,26,1995,28,21,"1,618",18.0,3,1,4,3,0,0,8,0,1.4,1.4,2.1,3.5,27,143,37,0.17,0.06,0.22,0.17,0.22,0.08,0.12,0.19,0.08,0.19,Matches
Luigi Sepe,it ITA,GK,Salernitana,31,1991,17,17,"1,530",17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Leonardo Sernicola,it ITA,DF,Cremonese,25,1997,32,27,"2,317",25.7,2,2,4,2,0,0,11,0,1.3,1.3,2.3,3.7,60,62,95,0.08,0.08,0.16,0.08,0.16,0.05,0.09,0.14,0.05,0.14,Matches
Stephan El Shaarawy,it ITA,"DF,MF",Roma,29,1992,29,14,"1,523",16.9,7,2,9,7,0,0,3,0,5.5,5.5,1.4,6.9,58,66,136,0.41,0.12,0.53,0.41,0.53,0.33,0.08,0.41,0.33,0.41,Matches
Eldor Shomurodov,uz UZB,FW,Spezia,27,1995,15,9,809,9.0,1,1,2,1,0,0,2,0,2.8,2.8,1.4,4.2,7,15,53,0.11,0.11,0.22,0.11,0.22,0.31,0.15,0.46,0.31,0.46,Matches
Eldor Shomurodov,uz UZB,FW,Roma,27,1995,6,1,119,1.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,3,4,15,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches
Marco Silvestri,it ITA,GK,Udinese,31,1991,38,38,"3,420",38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Giovanni Simeone,ar ARG,FW,Napoli,27,1995,25,1,406,4.5,4,1,5,4,0,0,1,0,1.4,1.4,1.2,2.5,11,9,34,0.89,0.22,1.11,0.89,1.11,0.30,0.26,0.56,0.30,0.56,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
