Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Wilfried Singo,ci CIV,DF,Torino,21,2000,31,24,"2,046",22.7,2,1,3,2,0,0,8,0,2.7,2.7,1.9,4.6,54,67,93,0.09,0.04,0.13,0.09,0.13,0.12,0.08,0.20,0.12,0.20,Matches
Salvatore Sirigu,it ITA,GK,Fiorentina,35,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Leo Skiri Østigård,no NOR,DF,Napoli,22,1999,7,4,419,4.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,23,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
Łukasz Skorupski,pl POL,GK,Bologna,31,1991,37,37,"3,330",37.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Milan Škriniar,sk SVK,DF,Inter,27,1995,21,20,"1,769",19.7,0,0,0,0,0,0,5,1,0.8,0.8,0.3,1.1,16,81,10,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
Chris Smalling,eng ENG,DF,Roma,32,1989,32,31,"2,808",31.2,3,1,4,3,0,0,7,0,1.7,1.7,0.4,2.1,5,51,7,0.10,0.03,0.13,0.10,0.13,0.05,0.01,0.07,0.05,0.07,Matches
Ola Solbakken,no NOR,"MF,FW",Roma,23,1998,14,7,502,5.6,1,2,3,1,0,0,2,0,0.6,0.6,1.6,2.2,5,14,35,0.18,0.36,0.54,0.18,0.54,0.11,0.29,0.40,0.11,0.40,Matches
Brandon Soppy,fr FRA,DF,Udinese,20,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,4,4,4,0.00,0.00,0.00,0.00,0.00,0.07,0.19,0.27,0.07,0.27,Matches
Brandon Soppy,fr FRA,DF,Atalanta,20,2002,15,8,643,7.1,0,3,3,0,0,0,2,0,0.3,0.3,1.6,2.0,23,33,35,0.00,0.42,0.42,0.00,0.42,0.05,0.23,0.27,0.05,0.27,Matches
Roberto Soriano,it ITA,"FW,MF",Bologna,31,1991,27,15,"1,326",14.7,1,3,4,1,0,0,1,0,0.6,0.6,2.5,3.1,30,56,66,0.07,0.20,0.27,0.07,0.27,0.04,0.17,0.21,0.04,0.21,Matches
Joaquin Sosa,uy URU,DF,Bologna,20,2002,10,7,688,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,6,13,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Riccardo Sottil,it ITA,FW,Fiorentina,23,1999,18,9,833,9.3,0,2,2,0,0,0,1,0,1.0,1.0,1.1,2.2,65,27,123,0.00,0.22,0.22,0.00,0.22,0.11,0.12,0.23,0.11,0.23,Matches
Matìas Soulé,ar ARG,"MF,FW",Juventus,19,2003,13,4,420,4.7,1,0,1,1,0,0,0,0,1.5,1.5,0.8,2.3,12,15,33,0.21,0.00,0.21,0.21,0.21,0.33,0.18,0.50,0.33,0.50,Matches
Adama Soumaoro,fr FRA,DF,Bologna,30,1992,23,22,"1,867",20.7,0,0,0,0,0,0,5,1,0.3,0.3,0.0,0.3,7,50,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
Leonardo Spinazzola,it ITA,DF,Roma,29,1993,26,18,"1,654",18.4,1,4,5,1,0,0,3,0,1.0,1.0,2.0,3.0,107,63,87,0.05,0.22,0.27,0.05,0.27,0.06,0.11,0.16,0.06,0.16,Matches
Marco Sportiello,it ITA,GK,Atalanta,30,1992,15,14,"1,339",14.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Petar Stojanović,si SVN,DF,Empoli,26,1995,27,16,"1,530",17.0,0,1,1,0,0,0,3,0,0.3,0.3,1.0,1.3,50,91,51,0.00,0.06,0.06,0.00,0.06,0.02,0.06,0.08,0.02,0.08,Matches
Gabriel Strefezza,,"DF,FW",Lecce,25,1997,35,30,"2,442",27.1,8,4,12,6,2,3,5,0,,,,,,,,0.29,0.15,0.44,0.22,0.37,,,,,,Matches
Dávid Strelec,sk SVK,FW,Spezia,21,2001,7,1,169,1.9,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,2,1,14,0.00,0.00,0.00,0.00,0.00,0.28,0.05,0.33,0.28,0.33,Matches
Isaac Success,ng NGA,FW,Udinese,26,1996,30,21,"1,815",20.2,1,6,7,1,0,0,4,0,3.3,3.3,4.0,7.3,37,53,200,0.05,0.30,0.35,0.05,0.35,0.17,0.20,0.36,0.17,0.36,Matches
Ibrahim Sulemana,gh GHA,MF,Hellas Verona,19,2003,16,6,651,7.2,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.6,4,18,5,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
Mile Svilar,rs SRB,GK,Roma,22,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Wojciech Szczęsny,pl POL,GK,Juventus,32,1990,28,28,"2,472",27.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Benjamin Tahirovic,ba BIH,MF,Roma,19,2003,11,4,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
Adrien Tameze,cm CMR,MF,Hellas Verona,28,1994,37,35,"3,031",33.7,0,0,0,0,0,0,3,0,0.9,0.9,0.9,1.8,32,103,58,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciprian Tătărușanu,ro ROU,GK,Milan,36,1986,16,16,"1,440",16.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.03,0.03,0.00,0.03,Matches
Filippo Terracciano,it ITA,"DF,MF",Hellas Verona,19,2003,20,7,821,9.1,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,16,37,24,0.00,0.11,0.11,0.00,0.11,0.02,0.14,0.16,0.02,0.16,Matches
Pietro Terracciano,it ITA,GK,Fiorentina,32,1990,29,29,"2,610",29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Aleksa Terzić,rs SRB,DF,Fiorentina,22,1999,22,8,935,10.4,1,1,2,1,0,0,2,0,0.4,0.4,1.9,2.3,49,40,61,0.10,0.10,0.19,0.10,0.19,0.04,0.18,0.22,0.04,0.22,Matches
Florian Thauvin,fr FRA,"FW,MF",Udinese,29,1993,16,5,546,6.1,0,0,0,0,0,0,1,0,0.7,0.7,1.1,1.7,19,24,49,0.00,0.00,0.00,0.00,0.00,0.11,0.17,0.29,0.11,0.29,Matches
Malick Thiaw,de GER,DF,Milan,20,2001,20,15,"1,362",15.1,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.0,6,67,2,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
Kristian Thorstvedt,no NOR,MF,Sassuolo,23,1999,31,13,"1,136",12.6,2,1,3,2,0,0,5,0,2.1,2.1,1.1,3.2,31,60,54,0.16,0.08,0.24,0.16,0.24,0.17,0.09,0.26,0.17,0.26,Matches
Jeremy Toljan,de GER,DF,Sassuolo,27,1994,31,29,"2,672",29.7,0,1,1,0,0,0,3,0,0.5,0.5,2.4,3.0,56,142,99,0.00,0.03,0.03,0.00,0.03,0.02,0.08,0.10,0.02,0.10,Matches
Rafael Tolói,it ITA,DF,Atalanta,31,1990,32,32,"2,784",30.9,2,1,3,2,0,0,8,0,2.8,2.8,1.2,4.0,21,148,29,0.06,0.03,0.10,0.06,0.10,0.09,0.04,0.13,0.09,0.13,Matches
Fikayo Tomori,eng ENG,DF,Milan,24,1997,33,32,"2,760",30.7,1,1,2,1,0,0,5,0,1.3,1.3,0.8,2.1,26,122,10,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.04,0.07,Matches
Sandro Tonali,it ITA,MF,Milan,22,2000,34,30,"2,713",30.1,2,7,9,2,0,0,7,0,2.4,2.4,5.7,8.1,61,159,86,0.07,0.23,0.30,0.07,0.30,0.08,0.19,0.27,0.08,0.27,Matches
Lorenzo Tonelli,it ITA,DF,Empoli,32,1990,1,0,19,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
William Troost-Ekong,ng NGA,DF,Salernitana,28,1993,9,4,444,4.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,1,6,0,0.20,0.00,0.20,0.20,0.20,0.14,0.00,0.14,0.14,0.14,Matches
Frank Tsadjout,it ITA,FW,Cremonese,23,1999,20,14,"1,051",11.7,3,1,4,3,0,0,1,0,2.0,2.0,0.5,2.6,15,18,63,0.26,0.09,0.34,0.26,0.34,0.17,0.05,0.22,0.17,0.22,Matches
Alessandro Tuia,it ITA,DF,Lecce,32,1990,7,6,509,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,20,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
Martin Turk,si SVN,GK,Sampdoria,18,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Iyenoma Udogie,it ITA,DF,Udinese,19,2002,33,31,"2,704",30.0,3,4,7,3,0,0,5,0,2.9,2.9,4.2,7.1,109,106,155,0.10,0.13,0.23,0.10,0.23,0.10,0.14,0.24,0.10,0.24,Matches
Samir Ujkani,xk KVX,GK,Empoli,34,1988,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Samuel Umtiti,fr FRA,DF,Lecce,28,1993,25,24,"2,113",23.5,0,0,0,0,0,0,8,0,0.8,0.8,0.1,0.9,12,56,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches
Diego Valencia,cl CHI,"MF,FW",Salernitana,22,2000,12,0,231,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,21,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.09,0.05,0.09,Matches
Emanuele Valeri,it ITA,DF,Cremonese,23,1998,37,31,"2,785",30.9,2,3,5,2,0,0,3,0,2.2,2.2,4.6,6.8,111,90,158,0.06,0.10,0.16,0.06,0.16,0.07,0.15,0.22,0.07,0.22,Matches
Mattia Valoti,it ITA,"MF,FW",Monza,28,1993,16,4,453,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,7,16,9,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Matches
Johan Vásquez,mx MEX,DF,Cremonese,23,1998,25,19,"1,813",20.1,1,0,1,1,0,0,7,0,0.7,0.7,0.3,1.0,18,48,12,0.05,0.00,0.05,0.05,0.05,0.04,0.02,0.05,0.04,0.05,Matches
Matías Vecino,uy URU,MF,Lazio,30,1991,32,17,"1,691",18.8,2,0,2,2,0,0,6,0,2.5,2.5,0.5,3.0,22,88,17,0.11,0.00,0.11,0.11,0.11,0.13,0.03,0.16,0.13,0.16,Matches
Miguel Veloso,pt POR,MF,Hellas Verona,36,1986,22,14,"1,163",12.9,0,0,0,0,0,0,6,0,0.5,0.5,2.1,2.6,17,84,22,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Venuti,it ITA,DF,Fiorentina,27,1995,17,9,924,10.3,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,24,44,43,0.00,0.10,0.10,0.00,0.10,0.04,0.05,0.09,0.04,0.09,Matches
Daniele Verde,it ITA,"FW,MF",Spezia,26,1996,25,11,998,11.1,3,0,3,2,1,1,1,0,2.9,2.1,1.3,3.4,18,42,57,0.27,0.00,0.27,0.18,0.18,0.26,0.12,0.38,0.19,0.31,Matches
Simone Verdi,it ITA,"MF,FW",Hellas Verona,30,1992,24,12,"1,096",12.2,5,0,5,4,1,1,3,0,2.6,1.8,2.1,3.9,34,46,57,0.41,0.00,0.41,0.33,0.33,0.21,0.18,0.39,0.15,0.32,Matches
Valerio Verre,it ITA,MF,Sampdoria,28,1994,18,6,677,7.5,0,0,0,0,0,0,5,0,0.6,0.6,1.1,1.7,16,45,27,0.00,0.00,0.00,0.00,0.00,0.08,0.14,0.22,0.08,0.22,Matches
Guglielmo Vicario,it ITA,GK,Empoli,25,1996,31,31,"2,783",30.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ronaldo Vieira,gw GNB,MF,Torino,24,1998,2,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
Ronaldo Vieira,gw GNB,MF,Sampdoria,24,1998,16,8,815,9.1,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
Emanuel Vignato,it ITA,"MF,FW",Bologna,21,2000,8,2,242,2.7,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,3,9,4,0.00,0.37,0.37,0.00,0.37,0.03,0.14,0.17,0.03,0.17,Matches
Emanuel Vignato,it ITA,"MF,FW",Empoli,21,2000,5,0,57,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,1,7,5,1.58,0.00,1.58,1.58,1.58,0.30,0.19,0.49,0.30,0.49,Matches
Samuele Vignato,it ITA,"MF,FW",Monza,18,2004,5,0,62,0.7,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,4,1,6,0.00,1.45,1.45,0.00,1.45,0.11,0.49,0.60,0.11,0.60,Matches
Tonny Vilhena,nl NED,MF,Salernitana,27,1995,33,27,"2,265",25.2,4,1,5,4,0,0,5,0,2.4,2.4,1.7,4.1,30,80,59,0.16,0.04,0.20,0.16,0.20,0.10,0.07,0.16,0.10,0.16,Matches
Gonzalo Villar,es ESP,MF,Sampdoria,24,1998,15,8,696,7.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,9,26,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Matías Viña,uy URU,DF,Roma,24,1997,3,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
Dušan Vlahović,rs SRB,FW,Juventus,22,2000,27,22,"1,925",21.4,10,2,12,8,2,3,1,0,9.7,7.3,2.4,9.8,22,40,117,0.47,0.09,0.56,0.37,0.47,0.45,0.11,0.57,0.34,0.46,Matches
Nikola Vlašić,hr CRO,"MF,FW",Torino,24,1997,34,29,"2,728",30.3,5,6,11,5,0,0,1,0,4.3,4.3,4.1,8.4,85,106,210,0.16,0.20,0.36,0.16,0.36,0.14,0.14,0.28,0.14,0.28,Matches
Joel Voelkerling Persson,se SWE,"FW,MF",Lecce,19,2003,9,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,3,10,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
Mërgim Vojvoda,xk KVX,DF,Torino,27,1995,29,18,"1,719",19.1,0,5,5,0,0,0,3,0,1.5,1.5,3.7,5.3,30,125,81,0.00,0.26,0.26,0.00,0.26,0.08,0.19,0.27,0.08,0.27,Matches
Cristian Volpato,it ITA,MF,Roma,18,2003,7,2,227,2.5,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.5,8,18,24,0.40,0.40,0.79,0.40,0.79,0.14,0.47,0.61,0.14,0.61,Matches
Lukáš Vorlický,cz CZE,"MF,FW",Atalanta,20,2002,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,3,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
Aster Vranckx,be BEL,MF,Milan,19,2002,9,2,240,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,2,4,5,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.12,0.02,0.12,Matches
Stefan de Vrij,nl NED,DF,Inter,30,1992,27,22,"1,945",21.6,1,0,1,1,0,0,4,0,2.2,2.2,0.2,2.4,13,55,0,0.05,0.00,0.05,0.05,0.05,0.10,0.01,0.11,0.10,0.11,Matches
Walace,br BRA,MF,Udinese,27,1995,37,37,"3,190",35.4,0,1,1,0,0,0,6,0,1.1,1.1,1.7,2.8,47,170,36,0.00,0.03,0.03,0.00,0.03,0.03,0.05,0.08,0.03,0.08,Matches
Sebastian Walukiewicz,pl POL,DF,Empoli,22,2000,11,6,603,6.7,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,6,13,0,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches
Georginio Wijnaldum,nl NED,MF,Roma,31,1990,14,10,769,8.5,2,0,2,2,0,0,0,0,2.2,2.2,0.7,2.9,16,18,33,0.23,0.00,0.23,0.23,0.23,0.26,0.08,0.34,0.26,0.34,Matches
Harry Winks,eng ENG,MF,Sampdoria,26,1996,20,19,"1,716",19.1,0,0,0,0,0,0,2,0,0.6,0.6,1.3,1.8,19,117,17,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przemysław Wiśniewski,pl POL,DF,Spezia,24,1998,14,11,"1,003",11.1,1,0,1,1,0,0,3,0,1.2,1.2,0.7,1.9,2,24,1,0.09,0.00,0.09,0.09,0.09,0.11,0.06,0.17,0.11,0.17,Matches
Gerard Yepes,es ESP,MF,Sampdoria,19,2002,5,2,198,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,7,6,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
Mattia Zaccagni,it ITA,FW,Lazio,27,1995,35,33,"2,770",30.8,10,6,16,9,1,1,9,0,6.7,5.9,4.5,10.4,118,76,282,0.32,0.19,0.52,0.29,0.49,0.22,0.15,0.36,0.19,0.34,Matches
Denis Zakaria,ch SUI,MF,Juventus,25,1996,2,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Nicola Zalewski,pl POL,DF,Roma,20,2002,33,26,"2,197",24.4,2,1,3,2,0,0,3,0,1.3,1.3,1.2,2.5,92,85,99,0.08,0.04,0.12,0.08,0.12,0.05,0.05,0.10,0.05,0.10,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,26,1995,36,36,"3,050",33.9,3,5,8,3,0,0,3,0,4.4,4.4,2.6,7.0,58,181,140,0.09,0.15,0.24,0.09,0.24,0.13,0.08,0.21,0.13,0.21,Matches
Luca Zanimacchia,it ITA,"MF,FW",Cremonese,24,1998,15,9,746,8.3,0,0,0,0,0,0,2,0,1.2,1.2,0.9,2.0,22,26,70,0.00,0.00,0.00,0.00,0.00,0.14,0.10,0.25,0.14,0.25,Matches
Nicolò Zaniolo,it ITA,"MF,FW",Roma,23,1999,13,12,890,9.9,1,0,1,1,0,0,4,0,2.9,2.9,0.9,3.8,34,19,69,0.10,0.00,0.10,0.10,0.10,0.29,0.09,0.39,0.29,0.39,Matches
Alessandro Zanoli,it ITA,DF,Sampdoria,21,2000,22,16,"1,540",17.1,2,3,5,2,0,0,3,0,2.6,2.6,1.2,3.8,50,36,60,0.12,0.18,0.29,0.12,0.29,0.15,0.07,0.22,0.15,0.22,Matches
Alessandro Zanoli,it ITA,DF,Napoli,21,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47,Matches
Mattia Zanotti,it ITA,DF,Inter,19,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23,Matches
Duván Zapata,co COL,FW,Atalanta,31,1991,25,16,"1,390",15.4,2,2,4,2,0,0,1,0,3.9,3.9,1.1,5.1,35,40,140,0.13,0.13,0.26,0.13,0.26,0.25,0.07,0.33,0.25,0.33,Matches
Davide Zappacosta,it ITA,DF,Atalanta,30,1992,21,18,"1,471",16.3,4,2,6,4,0,0,4,0,1.5,1.5,1.6,3.2,48,55,101,0.24,0.12,0.37,0.24,0.37,0.09,0.10,0.20,0.09,0.20,Matches
Karim Zedadka,fr FRA,FW,Napoli,22,2000,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Deyovaisio Zeefuik,nl NED,DF,Hellas Verona,24,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Marvin Zeegelaar,nl NED,DF,Udinese,31,1990,7,4,353,3.9,1,0,1,1,0,0,3,1,0.2,0.2,0.2,0.4,6,9,11,0.25,0.00,0.25,0.25,0.25,0.05,0.04,0.09,0.05,0.09,Matches
Alessio Zerbin,it ITA,FW,Napoli,23,1999,10,2,198,2.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,5,6,20,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
Piotr Zieliński,pl POL,MF,Napoli,28,1994,37,27,"2,287",25.4,3,8,11,3,0,0,3,0,3.5,3.5,7.4,10.9,62,128,129,0.12,0.31,0.43,0.12,0.43,0.14,0.29,0.43,0.14,0.43,Matches
David Zima,cz CZE,DF,Torino,21,2000,9,4,406,4.5,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,3,12,5,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.19,0.17,0.19,Matches
Joshua Zirkzee,nl NED,FW,Bologna,21,2001,19,5,822,9.1,2,2,4,2,0,0,1,0,3.1,3.1,1.4,4.5,10,17,74,0.22,0.22,0.44,0.22,0.44,0.34,0.15,0.49,0.34,0.49,Matches
Jeroen Zoet,nl NED,GK,Spezia,31,1991,5,4,334,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Nadir Zortea,it ITA,"DF,MF",Atalanta,23,1999,9,1,222,2.5,1,0,1,1,0,0,1,0,0.1,0.1,0.6,0.7,11,9,13,0.41,0.00,0.41,0.41,0.41,0.05,0.23,0.28,0.05,0.28,Matches
Nadir Zortea,it ITA,DF,Sassuolo,23,1999,10,7,657,7.3,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.8,24,38,25,0.00,0.14,0.14,0.00,0.14,0.02,0.09,0.11,0.02,0.11,Matches
Petar Zovko,ba BIH,GK,Spezia,20,2002,1,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Szymon Żurkowski,pl POL,MF,Fiorentina,24,1997,2,0,32,0.4,0,1,1,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,4,0.00,2.81,2.81,0.00,2.81,0.33,0.06,0.40,0.33,0.40,Matches
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szymon Żurkowski,pl POL,MF,Spezia,24,1997,10,3,427,4.7,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,9,10,10,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
Milan Đurić,ba BIH,FW,Hellas Verona,32,1990,28,14,"1,366",15.2,1,1,2,1,0,0,3,0,1.4,1.4,1.3,2.7,2,29,72,0.07,0.07,0.13,0.07,0.13,0.09,0.08,0.18,0.09,0.18,Matches
Filip Đuričić,rs SRB,"MF,FW",Sampdoria,30,1992,32,27,"2,171",24.1,3,0,3,3,0,0,9,0,2.7,2.7,1.9,4.6,39,77,83,0.12,0.00,0.12,0.12,0.12,0.11,0.08,0.19,0.11,0.19,Matches
